id|label|pathway_name|source|source_url
r-hsa-71262|pathway|Carnitine synthesis|REACTOME|https://reactome.org
r-hsa-140534|pathway|Caspase activation via Death Receptors in the presence of ligand|REACTOME|https://reactome.org
r-hsa-418889|pathway|Caspase activation via Dependence Receptors in the absence of ligand|REACTOME|https://reactome.org
r-hsa-5357769|pathway|Caspase activation via extrinsic apoptotic signalling pathway|REACTOME|https://reactome.org
r-hsa-264870|pathway|Caspase-mediated cleavage of cytoskeletal proteins|REACTOME|https://reactome.org
r-hsa-209905|pathway|Catecholamine biosynthesis|REACTOME|https://reactome.org
r-hsa-426117|pathway|Cation-coupled Chloride cotransporters|REACTOME|https://reactome.org
r-hsa-174184|pathway|Cdc20:Phospho-APC/C mediated degradation of Cyclin A|REACTOME|https://reactome.org
r-hsa-1640170|pathway|Cell Cycle|REACTOME|https://reactome.org
r-hsa-69620|pathway|Cell Cycle Checkpoints|REACTOME|https://reactome.org
r-hsa-69278|pathway|Cell Cycle, Mitotic|REACTOME|https://reactome.org
r-hsa-204998|pathway|Cell death signalling via NRAGE, NRIF and NADE|REACTOME|https://reactome.org
r-hsa-446728|pathway|Cell junction organization|REACTOME|https://reactome.org
r-hsa-9664424|pathway|Cell recruitment (pro-inflammatory response)|REACTOME|https://reactome.org
r-hsa-1222541|pathway|Cell redox homeostasis|REACTOME|https://reactome.org
r-hsa-202733|pathway|Cell surface interactions at the vascular wall|REACTOME|https://reactome.org
r-hsa-1500931|pathway|Cell-Cell communication|REACTOME|https://reactome.org
r-hsa-421270|pathway|Cell-cell junction organization|REACTOME|https://reactome.org
r-hsa-446353|pathway|Cell-extracellular matrix interactions|REACTOME|https://reactome.org
r-hsa-2559583|pathway|Cellular Senescence|REACTOME|https://reactome.org
r-hsa-189200|pathway|Cellular hexose transport|REACTOME|https://reactome.org
r-hsa-9711123|pathway|Cellular response to chemical stress|REACTOME|https://reactome.org
r-hsa-3371556|pathway|Cellular response to heat stress|REACTOME|https://reactome.org
r-hsa-1234174|pathway|Cellular response to hypoxia|REACTOME|https://reactome.org
r-hsa-9711097|pathway|Cellular response to starvation|REACTOME|https://reactome.org
r-hsa-8953897|pathway|Cellular responses to stimuli|REACTOME|https://reactome.org
r-hsa-2262752|pathway|Cellular responses to stress|REACTOME|https://reactome.org
r-hsa-380287|pathway|Centrosome maturation|REACTOME|https://reactome.org
r-hsa-193681|pathway|Ceramide signalling|REACTOME|https://reactome.org
r-hsa-163765|pathway|ChREBP activates metabolic gene expression|REACTOME|https://reactome.org
r-hsa-9613829|pathway|Chaperone Mediated Autophagy|REACTOME|https://reactome.org
r-hsa-390466|pathway|Chaperonin-mediated protein folding|REACTOME|https://reactome.org
r-hsa-380108|pathway|Chemokine receptors bind chemokines|REACTOME|https://reactome.org
r-hsa-75035|pathway|Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex|REACTOME|https://reactome.org
r-hsa-191273|pathway|Cholesterol biosynthesis|REACTOME|https://reactome.org
r-hsa-6807047|pathway|Cholesterol biosynthesis via desmosterol|REACTOME|https://reactome.org
r-hsa-6807062|pathway|Cholesterol biosynthesis via lathosterol|REACTOME|https://reactome.org
r-hsa-6798163|pathway|Choline catabolism|REACTOME|https://reactome.org
r-hsa-2022870|pathway|Chondroitin sulfate biosynthesis|REACTOME|https://reactome.org
r-hsa-1793185|pathway|Chondroitin sulfate/dermatan sulfate metabolism|REACTOME|https://reactome.org
r-hsa-3247509|pathway|Chromatin modifying enzymes|REACTOME|https://reactome.org
r-hsa-4839726|pathway|Chromatin organization|REACTOME|https://reactome.org
r-hsa-73886|pathway|Chromosome Maintenance|REACTOME|https://reactome.org
r-hsa-8963888|pathway|Chylomicron assembly|REACTOME|https://reactome.org
r-hsa-8964026|pathway|Chylomicron clearance|REACTOME|https://reactome.org
r-hsa-8963901|pathway|Chylomicron remodeling|REACTOME|https://reactome.org
r-hsa-5617833|pathway|Cilium Assembly|REACTOME|https://reactome.org
r-hsa-9793528|pathway|Ciprofloxacin ADME|REACTOME|https://reactome.org
r-hsa-400253|pathway|Circadian Clock|REACTOME|https://reactome.org
r-hsa-71403|pathway|Citric acid cycle (TCA cycle)|REACTOME|https://reactome.org
r-hsa-373076|pathway|Class A/1 (Rhodopsin-like receptors)|REACTOME|https://reactome.org
r-hsa-373080|pathway|Class B/2 (Secretin family receptors)|REACTOME|https://reactome.org
r-hsa-420499|pathway|Class C/3 (Metabotropic glutamate/pheromone receptors)|REACTOME|https://reactome.org
r-hsa-983169|pathway|Class I MHC mediated antigen processing & presentation|REACTOME|https://reactome.org
r-hsa-9603798|pathway|Class I peroxisomal membrane protein import|REACTOME|https://reactome.org
r-hsa-1296053|pathway|Classical Kir channels|REACTOME|https://reactome.org
r-hsa-173623|pathway|Classical antibody-mediated complement activation|REACTOME|https://reactome.org
r-hsa-8856828|pathway|Clathrin-mediated endocytosis|REACTOME|https://reactome.org
r-hsa-110331|pathway|Cleavage of the damaged purine|REACTOME|https://reactome.org
r-hsa-110329|pathway|Cleavage of the damaged pyrimidine |REACTOME|https://reactome.org
r-hsa-9759218|pathway|Cobalamin (Cbl) metabolism|REACTOME|https://reactome.org
r-hsa-196741|pathway|Cobalamin (Cbl, vitamin B12) transport and metabolism|REACTOME|https://reactome.org
r-hsa-196783|pathway|Coenzyme A biosynthesis|REACTOME|https://reactome.org
r-hsa-2470946|pathway|Cohesin Loading onto Chromatin|REACTOME|https://reactome.org
r-hsa-1650814|pathway|Collagen biosynthesis and modifying enzymes|REACTOME|https://reactome.org
r-hsa-8948216|pathway|Collagen chain trimerization|REACTOME|https://reactome.org
r-hsa-1442490|pathway|Collagen degradation|REACTOME|https://reactome.org
r-hsa-1474290|pathway|Collagen formation|REACTOME|https://reactome.org
r-hsa-140875|pathway|Common Pathway of Fibrin Clot Formation|REACTOME|https://reactome.org
r-hsa-8948700|pathway|Competing endogenous RNAs (ceRNAs) regulate PTEN translation|REACTOME|https://reactome.org
r-hsa-166658|pathway|Complement cascade|REACTOME|https://reactome.org
r-hsa-6799198|pathway|Complex I biogenesis|REACTOME|https://reactome.org
r-hsa-2514853|pathway|Condensation of Prometaphase Chromosomes|REACTOME|https://reactome.org
r-hsa-2299718|pathway|Condensation of Prophase Chromosomes|REACTOME|https://reactome.org
r-hsa-177135|pathway|Conjugation of benzoate with glycine|REACTOME|https://reactome.org
r-hsa-159424|pathway|Conjugation of carboxylic acids|REACTOME|https://reactome.org
r-hsa-177162|pathway|Conjugation of phenylacetate with glutamine|REACTOME|https://reactome.org
r-hsa-177128|pathway|Conjugation of salicylate with glycine|REACTOME|https://reactome.org
r-hsa-5674400|pathway|Constitutive Signaling by AKT1 E17K in Cancer|REACTOME|https://reactome.org
r-hsa-2219530|pathway|Constitutive Signaling by Aberrant PI3K in Cancer|REACTOME|https://reactome.org
r-hsa-5637810|pathway|Constitutive Signaling by EGFRvIII|REACTOME|https://reactome.org
r-hsa-1236382|pathway|Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants|REACTOME|https://reactome.org
r-hsa-2691232|pathway|Constitutive Signaling by NOTCH1 HD Domain Mutants|REACTOME|https://reactome.org
r-hsa-2894862|pathway|Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants|REACTOME|https://reactome.org
r-hsa-2644606|pathway|Constitutive Signaling by NOTCH1 PEST Domain Mutants|REACTOME|https://reactome.org
r-hsa-2660826|pathway|Constitutive Signaling by NOTCH1 t(7 9)(NOTCH1:M1580_K2555) Translocation Mutant|REACTOME|https://reactome.org
r-hsa-9634285|pathway|Constitutive Signaling by Overexpressed ERBB2|REACTOME|https://reactome.org
r-hsa-176407|pathway|Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase|REACTOME|https://reactome.org
r-hsa-6814122|pathway|Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding|REACTOME|https://reactome.org
r-hsa-389958|pathway|Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding|REACTOME|https://reactome.org
r-hsa-388841|pathway|Costimulation by the CD28 family|REACTOME|https://reactome.org
r-hsa-71288|pathway|Creatine metabolism|REACTOME|https://reactome.org
r-hsa-166786|pathway|Creation of C4 and C2 activators|REACTOME|https://reactome.org
r-hsa-8949613|pathway|Cristae formation|REACTOME|https://reactome.org
r-hsa-1236973|pathway|Cross-presentation of particulate exogenous antigens (phagosomes)|REACTOME|https://reactome.org
r-hsa-1236978|pathway|Cross-presentation of soluble exogenous antigens (endosomes)|REACTOME|https://reactome.org
r-hsa-2243919|pathway|Crosslinking of collagen fibrils|REACTOME|https://reactome.org
r-hsa-69273|pathway|Cyclin A/B1/B2 associated events during G2/M transition|REACTOME|https://reactome.org
r-hsa-69656|pathway|Cyclin A:Cdk2-associated events at S phase entry|REACTOME|https://reactome.org
r-hsa-69231|pathway|Cyclin D associated events in G1|REACTOME|https://reactome.org
r-hsa-69202|pathway|Cyclin E associated events during G1/S transition |REACTOME|https://reactome.org
r-hsa-1614603|pathway|Cysteine formation from homocysteine|REACTOME|https://reactome.org
r-hsa-211897|pathway|Cytochrome P450 - arranged by substrate type|REACTOME|https://reactome.org
r-hsa-111461|pathway|Cytochrome c-mediated apoptotic response|REACTOME|https://reactome.org
r-hsa-1280215|pathway|Cytokine Signaling in Immune system|REACTOME|https://reactome.org
r-hsa-9707564|pathway|Cytoprotection by HMOX1|REACTOME|https://reactome.org
r-hsa-2564830|pathway|Cytosolic iron-sulfur cluster assembly|REACTOME|https://reactome.org
r-hsa-1834949|pathway|Cytosolic sensors of pathogen-associated DNA |REACTOME|https://reactome.org
r-hsa-156584|pathway|Cytosolic sulfonation of small molecules|REACTOME|https://reactome.org
r-hsa-379716|pathway|Cytosolic tRNA aminoacylation|REACTOME|https://reactome.org
r-hsa-1489509|pathway|DAG and IP3 signaling|REACTOME|https://reactome.org
r-hsa-2172127|pathway|DAP12 interactions|REACTOME|https://reactome.org
r-hsa-2424491|pathway|DAP12 signaling|REACTOME|https://reactome.org
r-hsa-180024|pathway|DARPP-32 events|REACTOME|https://reactome.org
r-hsa-418885|pathway|DCC mediated attractive signaling|REACTOME|https://reactome.org
r-hsa-168928|pathway|DDX58/IFIH1-mediated induction of interferon-alpha/beta|REACTOME|https://reactome.org
r-hsa-3134963|pathway|DEx/H-box helicases activate type I IFN and inflammatory cytokines production |REACTOME|https://reactome.org
r-hsa-73893|pathway|DNA Damage Bypass|REACTOME|https://reactome.org
r-hsa-5696394|pathway|DNA Damage Recognition in GG-NER|REACTOME|https://reactome.org
r-hsa-73942|pathway|DNA Damage Reversal|REACTOME|https://reactome.org
r-hsa-2559586|pathway|DNA Damage/Telomere Stress Induced Senescence|REACTOME|https://reactome.org
r-hsa-5693606|pathway|DNA Double Strand Break Response|REACTOME|https://reactome.org
r-hsa-5693532|pathway|DNA Double-Strand Break Repair|REACTOME|https://reactome.org
r-hsa-73894|pathway|DNA Repair|REACTOME|https://reactome.org
r-hsa-69306|pathway|DNA Replication|REACTOME|https://reactome.org
r-hsa-69002|pathway|DNA Replication Pre-Initiation|REACTOME|https://reactome.org
r-hsa-5334118|pathway|DNA methylation|REACTOME|https://reactome.org
r-hsa-68952|pathway|DNA replication initiation|REACTOME|https://reactome.org
r-hsa-69190|pathway|DNA strand elongation|REACTOME|https://reactome.org
r-hsa-376172|pathway|DSCAM interactions|REACTOME|https://reactome.org
r-hsa-9669914|pathway|Dasatinib-resistant KIT mutants|REACTOME|https://reactome.org
r-hsa-3769402|pathway|Deactivation of the beta-catenin transactivating complex|REACTOME|https://reactome.org
r-hsa-429947|pathway|Deadenylation of mRNA|REACTOME|https://reactome.org
r-hsa-429914|pathway|Deadenylation-dependent mRNA decay|REACTOME|https://reactome.org
r-hsa-73887|pathway|Death Receptor Signaling|REACTOME|https://reactome.org
r-hsa-5607761|pathway|Dectin-1 mediated noncanonical NF-kB signaling|REACTOME|https://reactome.org
r-hsa-5621480|pathway|Dectin-2 family|REACTOME|https://reactome.org
r-hsa-5682113|pathway|Defective ABCA1 causes TGD|REACTOME|https://reactome.org
r-hsa-5682294|pathway|Defective ABCA12 causes ARCI4B|REACTOME|https://reactome.org
r-hsa-5688399|pathway|Defective ABCA3 causes SMDP3|REACTOME|https://reactome.org
r-hsa-5683678|pathway|Defective ABCA3 causes SMDP3|REACTOME|https://reactome.org
r-hsa-5678520|pathway|Defective ABCB11 causes PFIC2 and BRIC2|REACTOME|https://reactome.org
r-hsa-5678771|pathway|Defective ABCB4 causes PFIC3, ICP3 and GBD1|REACTOME|https://reactome.org
r-hsa-5683371|pathway|Defective ABCB6 causes MCOPCB7|REACTOME|https://reactome.org
r-hsa-5679001|pathway|Defective ABCC2 causes DJS|REACTOME|https://reactome.org
r-hsa-5690338|pathway|Defective ABCC6 causes PXE|REACTOME|https://reactome.org
r-hsa-5683177|pathway|Defective ABCC8 can cause hypo- and hyper-glycemias|REACTOME|https://reactome.org
r-hsa-5678420|pathway|Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome|REACTOME|https://reactome.org
r-hsa-5684045|pathway|Defective ABCD1 causes ALD|REACTOME|https://reactome.org
r-hsa-5683329|pathway|Defective ABCD4 causes MAHCJ|REACTOME|https://reactome.org
r-hsa-5679096|pathway|Defective ABCG5 causes sitosterolemia|REACTOME|https://reactome.org
r-hsa-5679090|pathway|Defective ABCG8 causes GBD4 and sitosterolemia|REACTOME|https://reactome.org
r-hsa-5579031|pathway|Defective ACTH causes obesity and POMCD|REACTOME|https://reactome.org
r-hsa-5579007|pathway|Defective ACY1 causes encephalopathy|REACTOME|https://reactome.org
r-hsa-9734735|pathway|Defective ADA disrupts (deoxy)adenosine deamination|REACTOME|https://reactome.org
r-hsa-5578997|pathway|Defective AHCY causes HMAHCHD|REACTOME|https://reactome.org
r-hsa-4549380|pathway|Defective ALG1 causes CDG-1k|REACTOME|https://reactome.org
r-hsa-4551295|pathway|Defective ALG11 causes CDG-1p|REACTOME|https://reactome.org
r-hsa-4720489|pathway|Defective ALG12 causes CDG-1g|REACTOME|https://reactome.org
r-hsa-5633231|pathway|Defective ALG14 causes ALG14-CMS|REACTOME|https://reactome.org
r-hsa-4549349|pathway|Defective ALG2 causes CDG-1i|REACTOME|https://reactome.org
r-hsa-4720475|pathway|Defective ALG3 causes CDG-1d|REACTOME|https://reactome.org
r-hsa-4724289|pathway|Defective ALG6 causes CDG-1c|REACTOME|https://reactome.org
r-hsa-4724325|pathway|Defective ALG8 causes CDG-1h|REACTOME|https://reactome.org
r-hsa-4720454|pathway|Defective ALG9 causes CDG-1l|REACTOME|https://reactome.org
r-hsa-3359462|pathway|Defective AMN causes MGA1|REACTOME|https://reactome.org
r-hsa-9734195|pathway|Defective APRT disrupts adenine salvage|REACTOME|https://reactome.org
r-hsa-5619099|pathway|Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)|REACTOME|https://reactome.org
r-hsa-9036092|pathway|Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)|REACTOME|https://reactome.org
r-hsa-4420332|pathway|Defective B3GALT6 causes EDSP2 and SEMDJL1|REACTOME|https://reactome.org
r-hsa-5083635|pathway|Defective B3GALTL causes PpS|REACTOME|https://reactome.org
r-hsa-3560801|pathway|Defective B3GAT3 causes JDSSDHD|REACTOME|https://reactome.org
r-hsa-3656244|pathway|Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)|REACTOME|https://reactome.org
r-hsa-4793953|pathway|Defective B4GALT1 causes CDG-2d|REACTOME|https://reactome.org
r-hsa-3560783|pathway|Defective B4GALT7 causes EDS, progeroid type|REACTOME|https://reactome.org
r-hsa-3371598|pathway|Defective BTD causes biotidinase deficiency|REACTOME|https://reactome.org
r-hsa-9605310|pathway|Defective Base Excision Repair Associated with MUTYH|REACTOME|https://reactome.org
r-hsa-9616334|pathway|Defective Base Excision Repair Associated with NEIL1|REACTOME|https://reactome.org
r-hsa-9629232|pathway|Defective Base Excision Repair Associated with NEIL3|REACTOME|https://reactome.org
r-hsa-9616333|pathway|Defective Base Excision Repair Associated with NTHL1|REACTOME|https://reactome.org
r-hsa-9656249|pathway|Defective Base Excision Repair Associated with OGG1|REACTOME|https://reactome.org
r-hsa-5083632|pathway|Defective C1GALT1C1 causes TNPS|REACTOME|https://reactome.org
r-hsa-3359457|pathway|Defective CBLIF causes IFD|REACTOME|https://reactome.org
r-hsa-3359485|pathway|Defective CD320 causes MMATC|REACTOME|https://reactome.org
r-hsa-5678895|pathway|Defective CFTR causes cystic fibrosis|REACTOME|https://reactome.org
r-hsa-3595174|pathway|Defective CHST14 causes EDS, musculocontractural type|REACTOME|https://reactome.org
r-hsa-3595172|pathway|Defective CHST3 causes SEDCJD|REACTOME|https://reactome.org
