# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:O00231	ENSEMBL:ENSG00000108671|ENSEMBL:ENST00000649012|ENSEMBL:ENST00000261712|ENSEMBL:ENST00000457654|ENSEMBL:ENSP00000497128|ENSEMBL:ENSP00000393185|ENSEMBL:ENSP00000261712	-	uniprotkb:P62877	ENSEMBL:ENSG00000100387|ENSEMBL:ENSP00000216225|ENSEMBL:ENST00000216225	-	cleavage reaction	reactome:R-HSA-9929486	36198437|29160310
uniprotkb:O00231	ENSEMBL:ENSG00000108671|ENSEMBL:ENST00000649012|ENSEMBL:ENST00000261712|ENSEMBL:ENST00000457654|ENSEMBL:ENSP00000497128|ENSEMBL:ENSP00000393185|ENSEMBL:ENSP00000261712	-	uniprotkb:Q9NZQ7	ENSEMBL:ENSG00000120217|ENSEMBL:ENST00000381573|ENSEMBL:ENST00000381577|ENSEMBL:ENSP00000370985|ENSEMBL:ENSP00000370989	-	cleavage reaction	reactome:R-HSA-9929486	36198437|29160310
uniprotkb:O00231	ENSEMBL:ENSG00000108671|ENSEMBL:ENST00000649012|ENSEMBL:ENST00000261712|ENSEMBL:ENST00000457654|ENSEMBL:ENSP00000497128|ENSEMBL:ENSP00000393185|ENSEMBL:ENSP00000261712	-	uniprotkb:O43791	ENSEMBL:ENSG00000121067|ENSEMBL:ENST00000509079|ENSEMBL:ENST00000503676|ENSEMBL:ENST00000347630|ENSEMBL:ENST00000504102|ENSEMBL:ENST00000514121|ENSEMBL:ENST00000665825|ENSEMBL:ENST00000393328|ENSEMBL:ENSP00000426986|ENSEMBL:ENSP00000420908|ENSEMBL:ENSP00000377001|ENSEMBL:ENSP00000425905|ENSEMBL:ENSP00000240327|ENSEMBL:ENSP00000499562|ENSEMBL:ENSP00000424119	-	cleavage reaction	reactome:R-HSA-9929486	36198437|29160310
uniprotkb:P16070	ENSEMBL:ENST00000263398|ENSEMBL:ENST00000434472|ENSEMBL:ENST00000428726|ENSEMBL:ENST00000415148|ENSEMBL:ENSG00000026508|ENSEMBL:ENSP00000392331|ENSEMBL:ENSP00000404447|ENSEMBL:ENSP00000398632|ENSEMBL:ENSP00000278386|ENSEMBL:ENSP00000309732|ENSEMBL:ENSP00000263398|ENSEMBL:ENSP00000389830|ENSEMBL:ENST00000352818|ENSEMBL:ENST00000278386|ENSEMBL:ENST00000433892	-	uniprotkb:P10451	ENSEMBL:ENSG00000118785|ENSEMBL:ENSP00000477824|ENSEMBL:ENSP00000237623|ENSEMBL:ENSP00000354042|ENSEMBL:ENSP00000378517|ENSEMBL:ENST00000614857|ENSEMBL:ENST00000395080|ENSEMBL:ENST00000237623|ENSEMBL:ENST00000360804	-	physical association	reactome:R-HSA-2752115	8560266
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:Q9H040	ENSEMBL:ENST00000391858|ENSEMBL:ENST00000295050|ENSEMBL:ENST00000008440|ENSEMBL:ENSP00000008440|ENSEMBL:ENSP00000375731|ENSEMBL:ENSP00000295050|ENSEMBL:ENSG00000010072	-	physical association	reactome:R-HSA-5654986	22681887|23042605|22902628
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:Q9H040	ENSEMBL:ENST00000391858|ENSEMBL:ENST00000295050|ENSEMBL:ENST00000008440|ENSEMBL:ENSP00000008440|ENSEMBL:ENSP00000375731|ENSEMBL:ENSP00000295050|ENSEMBL:ENSG00000010072	-	physical association	reactome:R-HSA-5654986	22681887|23042605|22902628
uniprotkb:Q92890	ENSEMBL:ENST00000399523|ENSEMBL:ENST00000263202|ENSEMBL:ENSP00000382439|ENSEMBL:ENSP00000263202|ENSEMBL:ENSG00000070010	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
uniprotkb:Q8TAT6	ENSEMBL:ENST00000374747|ENSEMBL:ENST00000331134|ENSEMBL:ENSP00000331487|ENSEMBL:ENSP00000363879|ENSEMBL:ENSG00000182446	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
uniprotkb:P55072	ENSEMBL:ENSG00000165280|ENSEMBL:ENST00000358901|ENSEMBL:ENSP00000351777	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
uniprotkb:Q8TAT6	ENSEMBL:ENST00000374747|ENSEMBL:ENST00000331134|ENSEMBL:ENSP00000331487|ENSEMBL:ENSP00000363879|ENSEMBL:ENSG00000182446	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
uniprotkb:P55072	ENSEMBL:ENSG00000165280|ENSEMBL:ENST00000358901|ENSEMBL:ENSP00000351777	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
uniprotkb:Q92890	ENSEMBL:ENST00000399523|ENSEMBL:ENST00000263202|ENSEMBL:ENSP00000382439|ENSEMBL:ENSP00000263202|ENSEMBL:ENSG00000070010	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654985	23042607|23042605|22902628
ChEBI:30616	-	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654989	16139798|23042607|24768535|23042605
ChEBI:30616	-	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-5654989	16139798|23042607|24768535|23042605
