tad,genelist
2897|chr9|124550000|125250000,NR6A1|Ensembl:ENSG00000148200|HGNC:NR6A1;OLFML2A|Ensembl:ENSG00000185585|HGNC:OLFML2A;WDR38|Ensembl:ENSG00000136918|HGNC:WDR38;RPL35|Ensembl:ENSG00000136942|HGNC:RPL35;ARPC5L|Ensembl:ENSG00000136950|HGNC:ARPC5L;GOLGA1|Ensembl:ENSG00000136935|HGNC:GOLGA1;SCAI|Ensembl:ENSG00000173611|HGNC:SCAI;PPP6C|Ensembl:ENSG00000119414|HGNC:PPP6C;RABEPK|Ensembl:ENSG00000136933|HGNC:RABEPK;HSPA5|Ensembl:ENSG00000044574|HGNC:HSPA5
2899|chr9|126850000|127450000,ZBTB34|Ensembl:ENSG00000177125|HGNC:ZBTB34;RALGPS1|Ensembl:ENSG00000136828|HGNC:RALGPS1;ANGPTL2|Ensembl:ENSG00000136859|HGNC:ANGPTL2;GARNL3|Ensembl:ENSG00000136895|HGNC:GARNL3;SLC2A8|Ensembl:ENSG00000136856|HGNC:SLC2A8;ZNF79|Ensembl:ENSG00000196152|HGNC:ZNF79;RPL12|Ensembl:ENSG00000197958|HGNC:RPL12
2900|chr9|127450000|128100000,RPL12|Ensembl:ENSG00000197958|HGNC:RPL12;LRSAM1|Ensembl:ENSG00000148356|HGNC:LRSAM1;NIBAN2|Ensembl:ENSG00000136830|HGNC:NIBAN2;STXBP1|Ensembl:ENSG00000136854|HGNC:STXBP1;PTRH1|Ensembl:ENSG00000187024|HGNC:PTRH1;CFAP157|Ensembl:ENSG00000160401|HGNC:CFAP157;TTC16|Ensembl:ENSG00000167094|HGNC:TTC16;TOR2A|Ensembl:ENSG00000160404|HGNC:TOR2A;SH2D3C|Ensembl:ENSG00000095370|HGNC:SH2D3C;CDK9|Ensembl:ENSG00000136807|HGNC:CDK9;FPGS|Ensembl:ENSG00000136877|HGNC:FPGS;ENG|Ensembl:ENSG00000106991|HGNC:ENG;AK1|Ensembl:ENSG00000106992|HGNC:AK1;ST6GALNAC6|Ensembl:ENSG00000160408|HGNC:ST6GALNAC6;ST6GALNAC4|Ensembl:ENSG00000136840|HGNC:ST6GALNAC4;PIP5KL1|Ensembl:ENSG00000167103|HGNC:PIP5KL1;DPM2|Ensembl:ENSG00000136908|HGNC:DPM2;FAM102A|Ensembl:ENSG00000167106|HGNC:FAM102A;NAIF1|Ensembl:ENSG00000171169|HGNC:NAIF1;SLC25A25|Ensembl:ENSG00000148339|HGNC:SLC25A25
2911|chr9|136800000|137300000,CCDC183|Ensembl:ENSG00000213213|HGNC:CCDC183;RABL6|Ensembl:ENSG00000196642|HGNC:RABL6;AJM1|Ensembl:ENSG00000232434|HGNC:AJM1;PHPT1|Ensembl:ENSG00000054148|HGNC:PHPT1;MAMDC4|Ensembl:ENSG00000177943|HGNC:MAMDC4;EDF1|Ensembl:ENSG00000107223|HGNC:EDF1;TRAF2|Ensembl:ENSG00000127191|HGNC:TRAF2;FBXW5|Ensembl:ENSG00000159069|HGNC:FBXW5;C8G|Ensembl:ENSG00000176919|HGNC:C8G;LCN12|Ensembl:ENSG00000184925|HGNC:LCN12;PTGDS|Ensembl:ENSG00000107317|HGNC:PTGDS;LCNL1|Ensembl:ENSG00000214402|HGNC:LCNL1;PAXX|Ensembl:ENSG00000148362|HGNC:PAXX;CLIC3|Ensembl:ENSG00000169583|HGNC:CLIC3;ABCA2|Ensembl:ENSG00000107331|HGNC:ABCA2;FUT7|Ensembl:ENSG00000180549|HGNC:FUT7;NPDC1|Ensembl:ENSG00000107281|HGNC:NPDC1;ENTPD2|Ensembl:ENSG00000054179|HGNC:ENTPD2;SAPCD2|Ensembl:ENSG00000186193|HGNC:SAPCD2;UAP1L1|Ensembl:ENSG00000197355|HGNC:UAP1L1;MAN1B1|Ensembl:ENSG00000177239|HGNC:MAN1B1;DPP7|Ensembl:ENSG00000176978|HGNC:DPP7;GRIN1|Ensembl:ENSG00000176884|HGNC:GRIN1;LRRC26|Ensembl:ENSG00000184709|HGNC:LRRC26;TMEM210|Ensembl:ENSG00000185863|HGNC:TMEM210;ANAPC2|Ensembl:ENSG00000176248|HGNC:ANAPC2;SSNA1|Ensembl:ENSG00000176101|HGNC:SSNA1;TPRN|Ensembl:ENSG00000176058|HGNC:TPRN;TMEM203|Ensembl:ENSG00000187713|HGNC:TMEM203;NDOR1|Ensembl:ENSG00000188566|HGNC:NDOR1;RNF208|Ensembl:ENSG00000212864|HGNC:RNF208;CYSRT1|Ensembl:ENSG00000197191|HGNC:CYSRT1;RNF224|Ensembl:ENSG00000233198|HGNC:RNF224;SLC34A3|Ensembl:ENSG00000198569|HGNC:SLC34A3;TUBB4B|Ensembl:ENSG00000188229|HGNC:TUBB4B;FAM166A|Ensembl:ENSG00000188163|HGNC:FAM166A;STPG3|Ensembl:ENSG00000197768|HGNC:STPG3;NELFB|Ensembl:ENSG00000188986|HGNC:NELFB;TOR4A|Ensembl:ENSG00000198113|HGNC:TOR4A;NRARP|Ensembl:ENSG00000198435|HGNC:NRARP
2932|chrX|20500000|21850000,CNKSR2|Ensembl:ENSG00000149970|HGNC:CNKSR2;KLHL34|Ensembl:ENSG00000185915|HGNC:KLHL34;SMPX|Ensembl:ENSG00000091482|HGNC:SMPX;MBTPS2|Ensembl:ENSG00000012174|HGNC:MBTPS2
2934|chrX|23700000|24300000,ACOT9|Ensembl:ENSG00000123130|HGNC:ACOT9;SAT1|Ensembl:ENSG00000130066|HGNC:SAT1;APOO|Ensembl:ENSG00000184831|HGNC:APOO;CXorf58|Ensembl:ENSG00000165182|HGNC:CXorf58;KLHL15|Ensembl:ENSG00000174010|HGNC:KLHL15;EIF2S3|Ensembl:ENSG00000130741|HGNC:EIF2S3;ZFX|Ensembl:ENSG00000005889|HGNC:ZFX
2948|chrX|43800000|45250000,MAOB|Ensembl:ENSG00000069535|HGNC:MAOB;NDP|Ensembl:ENSG00000124479|HGNC:NDP;EFHC2|Ensembl:ENSG00000183690|HGNC:EFHC2;FUNDC1|Ensembl:ENSG00000069509|HGNC:FUNDC1;DUSP21|Ensembl:ENSG00000189037|HGNC:DUSP21;KDM6A|Ensembl:ENSG00000147050|HGNC:KDM6A;DIPK2B|Ensembl:ENSG00000147113|HGNC:DIPK2B
2952|chrX|48050000|49300000,ZNF630|Ensembl:ENSG00000221994|HGNC:ZNF630;SPACA5B|Ensembl:ENSG00000171478|HGNC:SPACA5B;SSX5|Ensembl:ENSG00000165583|HGNC:SSX5;SSX1|Ensembl:ENSG00000126752|HGNC:SSX1;SSX3|Ensembl:ENSG00000165584|HGNC:SSX3;SSX4|Ensembl:ENSG00000268009|HGNC:SSX4;SSX4B|Ensembl:ENSG00000269791|HGNC:SSX4B;SLC38A5|Ensembl:ENSG00000017483|HGNC:SLC38A5;FTSJ1|Ensembl:ENSG00000068438|HGNC:FTSJ1;PORCN|Ensembl:ENSG00000102312|HGNC:PORCN;EBP|Ensembl:ENSG00000147155|HGNC:EBP;TBC1D25|Ensembl:ENSG00000068354|HGNC:TBC1D25;RBM3|Ensembl:ENSG00000102317|HGNC:RBM3;WDR13|Ensembl:ENSG00000101940|HGNC:WDR13;WAS|Ensembl:ENSG00000015285|HGNC:WAS;SUV39H1|Ensembl:ENSG00000101945|HGNC:SUV39H1;GLOD5|Ensembl:ENSG00000171433|HGNC:GLOD5;GATA1|Ensembl:ENSG00000102145|HGNC:GATA1;HDAC6|Ensembl:ENSG00000094631|HGNC:HDAC6;ERAS|Ensembl:ENSG00000187682|HGNC:ERAS;PCSK1N|Ensembl:ENSG00000102109|HGNC:PCSK1N;PQBP1|Ensembl:ENSG00000102103|HGNC:PQBP1;TIMM17B|Ensembl:ENSG00000126768|HGNC:TIMM17B;SLC35A2|Ensembl:ENSG00000102100|HGNC:SLC35A2;PIM2|Ensembl:ENSG00000102096|HGNC:PIM2;OTUD5|Ensembl:ENSG00000068308|HGNC:OTUD5;KCND1|Ensembl:ENSG00000102057|HGNC:KCND1;GRIPAP1|Ensembl:ENSG00000068400|HGNC:GRIPAP1;TFE3|Ensembl:ENSG00000068323|HGNC:TFE3;CCDC120|Ensembl:ENSG00000147144|HGNC:CCDC120;PRAF2|Ensembl:ENSG00000243279|HGNC:PRAF2;WDR45|Ensembl:ENSG00000196998|HGNC:WDR45;GPKOW|Ensembl:ENSG00000068394|HGNC:GPKOW;MAGIX|Ensembl:ENSG00000269313|HGNC:MAGIX;PLP2|Ensembl:ENSG00000102007|HGNC:PLP2;PRICKLE3|Ensembl:ENSG00000012211|HGNC:PRICKLE3;SYP|Ensembl:ENSG00000102003|HGNC:SYP;CACNA1F|Ensembl:ENSG00000102001|HGNC:CACNA1F;CCDC22|Ensembl:ENSG00000101997|HGNC:CCDC22;FOXP3|Ensembl:ENSG00000049768|HGNC:FOXP3;PPP1R3F|Ensembl:ENSG00000049769|HGNC:PPP1R3F
2955|chrX|53000000|55100000,GPR173|Ensembl:ENSG00000184194|HGNC:GPR173;TSPYL2|Ensembl:ENSG00000184205|HGNC:TSPYL2;KANTR|Ensembl:ENSG00000232593|HGNC:KANTR;KDM5C|Ensembl:ENSG00000126012|HGNC:KDM5C;IQSEC2|Ensembl:ENSG00000124313|HGNC:IQSEC2;SMC1A|Ensembl:ENSG00000072501|HGNC:SMC1A;RIBC1|Ensembl:ENSG00000158423|HGNC:RIBC1;HSD17B10|Ensembl:ENSG00000072506|HGNC:HSD17B10;HUWE1|Ensembl:ENSG00000086758|HGNC:HUWE1;PHF8|Ensembl:ENSG00000172943|HGNC:PHF8;FAM120C|Ensembl:ENSG00000184083|HGNC:FAM120C;WNK3|Ensembl:ENSG00000196632|HGNC:WNK3;TSR2|Ensembl:ENSG00000158526|HGNC:TSR2;FGD1|Ensembl:ENSG00000102302|HGNC:FGD1;GNL3L|Ensembl:ENSG00000130119|HGNC:GNL3L;ITIH6|Ensembl:ENSG00000102313|HGNC:ITIH6;MAGED2|Ensembl:ENSG00000102316|HGNC:MAGED2;TRO|Ensembl:ENSG00000067445|HGNC:TRO;PFKFB1|Ensembl:ENSG00000158571|HGNC:PFKFB1;APEX2|Ensembl:ENSG00000169188|HGNC:APEX2;ALAS2|Ensembl:ENSG00000158578|HGNC:ALAS2;PAGE2B|Ensembl:ENSG00000238269|HGNC:PAGE2B;PAGE2|Ensembl:ENSG00000234068|HGNC:PAGE2
3034|chrX|154250000|154550000,OPN1MW3|Ensembl:ENSG00000269433|HGNC:OPN1MW3;TEX28|Ensembl:ENSG00000278057|HGNC:TEX28;TKTL1|Ensembl:ENSG00000007350|HGNC:TKTL1;FLNA|Ensembl:ENSG00000196924|HGNC:FLNA;EMD|Ensembl:ENSG00000102119|HGNC:EMD;RPL10|Ensembl:ENSG00000147403|HGNC:RPL10;DNASE1L1|Ensembl:ENSG00000013563|HGNC:DNASE1L1;TAZ|Ensembl:ENSG00000102125|HGNC:TAZ;ATP6AP1|Ensembl:ENSG00000071553|HGNC:ATP6AP1;GDI1|Ensembl:ENSG00000203879|HGNC:GDI1;FAM50A|Ensembl:ENSG00000071859|HGNC:FAM50A;PLXNA3|Ensembl:ENSG00000130827|HGNC:PLXNA3;LAGE3|Ensembl:ENSG00000196976|HGNC:LAGE3;UBL4A|Ensembl:ENSG00000102178|HGNC:UBL4A;SLC10A3|Ensembl:ENSG00000126903|HGNC:SLC10A3;FAM3A|Ensembl:ENSG00000071889|HGNC:FAM3A;G6PD|Ensembl:ENSG00000160211|HGNC:G6PD;IKBKG|Ensembl:ENSG00000269335|HGNC:IKBKG
